feature_set,horizon,feature,standardized_coefficient,abs_standardized_coefficient
combined,50,notional_imbalance_rolling_50e,-0.05214377414431738,0.05214377414431738
combined,50,signed_trade_volume_rolling_sum_20e,0.05151523127305466,0.05151523127305466
combined,50,trade_count_rolling_sum_5e,0.04384411922056359,0.04384411922056359
combined,50,trade_volume,0.04323801345782719,0.04323801345782719
combined,50,buy_trade_notional,0.04106343024884338,0.04106343024884338
combined,50,bid_depth_10,0.03942856021967306,0.03942856021967306
combined,50,notional_imbalance_rolling_10e,0.03704140727699695,0.03704140727699695
combined,50,trade_imbalance_rolling_10e,0.03648627340559297,0.03648627340559297
combined,50,notional_imbalance_rolling_20e,0.03588768666059581,0.03588768666059581
combined,50,trade_imbalance_rolling_20e,0.03497810648482416,0.03497810648482416
combined,50,sell_trade_notional,-0.032848124839855414,0.032848124839855414
combined,50,signed_trade_notional_rolling_sum_5e,0.02822783451677022,0.02822783451677022
combined,50,signed_trade_notional_rolling_sum_10e,0.02760256652692571,0.02760256652692571
combined,50,event_gap_ms,-0.022440746902156333,0.022440746902156333
combined,50,trade_intensity_per_second,-0.02107732212935213,0.02107732212935213
combined,50,signed_trade_volume_rolling_sum_10e,-0.014110967043060134,0.014110967043060134
combined,50,notional_imbalance_rolling_5e,0.010536680895938073,0.010536680895938073
combined,50,trade_imbalance_rolling_5e,0.010268528105307732,0.010268528105307732
combined,50,notional_imbalance,0.010208210354635861,0.010208210354635861
combined,50,trade_imbalance,0.009792648479184554,0.009792648479184554
combined,50,sell_trade_volume,-0.005987726199181923,0.005987726199181923
combined,50,quote_changed,-0.005861710075904816,0.005861710075904816
combined,50,trade_notional,0.005640404433868158,0.005640404433868158
combined,50,trade_count,-0.004474137051597006,0.004474137051597006
combined,50,signed_trade_volume_rolling_sum_5e,-0.0016690784972912152,0.0016690784972912152
combined,50,transaction_lag_ms,0.0008381560599135311,0.0008381560599135311
