label_spec,deadzone_type,deadzone_value,run_name,horizon,total_rows,up_count,down_count,flat_count,unknown_count,nonflat_count,up_share_total,down_share_total,flat_share_total,nonflat_share_total,up_share_nonflat
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_131740,1,2913,0,0,2912,1,0,0.0,0.0,0.9996567112941984,0.0,
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_132254,1,2913,0,0,2912,1,0,0.0,0.0,0.9996567112941984,0.0,
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_132808,1,2913,0,0,2912,1,0,0.0,0.0,0.9996567112941984,0.0,
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_133321,1,2912,0,0,2911,1,0,0.0,0.0,0.9996565934065934,0.0,
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_133834,1,2913,5,1,2906,1,6,0.0017164435290078957,0.00034328870580157915,0.9975969790593889,0.0020597322348094747,0.8333333333333334
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_134349,1,2912,0,0,2911,1,0,0.0,0.0,0.9996565934065934,0.0,
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_134903,1,2912,0,0,2911,1,0,0.0,0.0,0.9996565934065934,0.0,
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_135418,1,2913,0,1,2911,1,1,0.0,0.00034328870580157915,0.9993134225883968,0.00034328870580157915,0.0
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_135929,1,2913,1,1,2910,1,2,0.00034328870580157915,0.00034328870580157915,0.9989701338825953,0.0006865774116031583,0.5
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_140444,1,2913,1,1,2910,1,2,0.00034328870580157915,0.00034328870580157915,0.9989701338825953,0.0006865774116031583,0.5
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_141000,1,2913,0,0,2912,1,0,0.0,0.0,0.9996567112941984,0.0,
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_141515,1,2913,0,0,2912,1,0,0.0,0.0,0.9996567112941984,0.0,
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_142028,1,2913,0,0,2912,1,0,0.0,0.0,0.9996567112941984,0.0,
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_142541,1,2912,0,0,2911,1,0,0.0,0.0,0.9996565934065934,0.0,
